price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip,log_price,house_age,since_renovation
275000.0,3.0,3.0,1390,1080,2.0,0,0,3,1140,250,2006,0,Seattle,WA 98118,12.524526376648708,8,8
324500.0,3.0,2.5,1660,3990,2.0,0,0,3,1660,0,2009,0,Seattle,WA 98118,12.690040815126281,5,5
700000.0,3.0,2.5,2050,4185,2.0,0,0,3,2050,0,2011,0,Seattle,WA 98117,13.458835614025542,3,3
385200.0,4.0,1.0,1550,7740,1.5,0,0,3,1550,0,1954,2005,Seattle,WA 98126,12.861517958906107,60,9
270000.0,4.0,2.25,1900,8600,1.0,0,0,4,1900,0,1975,0,Federal Way,WA 98023,12.506177237980511,39,39
735000.0,4.0,2.5,2820,6180,2.0,0,0,3,2050,770,2013,1923,Seattle,WA 98118,13.507625778194974,1,91
389250.0,2.0,1.5,1490,4080,1.0,0,0,3,930,560,1956,2001,Seattle,WA 98126,12.871977089696244,58,13
315000.0,3.0,1.5,1750,12500,1.0,0,0,3,1150,600,1954,2005,Fall City,WA 98024,12.66032791780777,60,9
545000.0,4.0,2.5,2040,6034,2.0,0,0,3,2040,0,1990,2009,Seattle,WA 98115,13.208541073645382,24,5
550000.0,3.0,1.5,1900,5000,1.5,0,0,3,1640,260,1926,2003,Seattle,WA 98115,13.217673557208654,88,11
415000.0,3.0,1.75,1910,12596,1.0,0,0,3,1340,570,1977,2004,Woodinville,WA 98072,12.936033799212835,37,10
387500.0,3.0,1.0,1560,14333,1.0,0,0,4,1560,0,1953,1983,Normandy Park,WA 98166,12.86747112777554,61,31
432000.0,3.0,1.75,1470,6250,1.0,0,3,4,1070,400,1939,1989,Lake Forest Park,WA 98155,12.976180867226248,75,25
402000.0,3.0,2.5,2700,9994,1.0,0,3,4,1350,1350,1959,0,Des Moines,WA 98198,12.904207367601158,55,55
1035000.0,4.0,3.25,3450,11240,2.0,0,3,4,2430,1020,1960,2001,Burien,WA 98166,13.849911984681606,54,13
294700.0,3.0,2.0,1970,9600,1.0,0,0,4,1300,670,1967,0,Federal Way,WA 98003,12.593713168725786,47,47
744000.0,3.0,2.5,2670,12187,2.0,0,0,3,2670,0,1986,0,Redmond,WA 98052,13.51979631381523,28,28
715000.0,3.0,2.5,2550,13458,2.0,0,0,3,2550,0,1990,2009,Bellevue,WA 98006,13.480037821676145,24,5
500000.0,4.0,1.0,1720,4011,1.5,0,0,4,1720,0,1904,0,Seattle,WA 98107,13.122363377404328,110,110
1300000.0,4.0,4.0,4270,6002,2.0,0,3,3,3180,1090,2004,2003,Issaquah,WA 98029,14.077874822431765,10,11
1150000.0,3.0,1.5,2170,16600,1.0,1,2,3,1130,1040,1979,2014,Redmond,WA 98052,13.955272500339433,35,0
650000.0,4.0,2.5,2840,9354,2.0,0,0,3,2840,0,1990,2009,Sammamish,WA 98074,13.38472764187182,24,5
510000.0,3.0,1.75,1480,7040,1.0,0,0,3,1480,0,1974,0,Kirkland,WA 98033,13.142166004700508,40,40
525000.0,5.0,2.75,2440,8000,1.0,0,0,4,1240,1200,1972,0,Kirkland,WA 98034,13.17115354157376,42,42
920000.0,4.0,2.75,2880,5750,1.5,0,0,5,1710,1170,1928,1970,Seattle,WA 98116,13.732128949025222,86,44
200000.0,2.0,1.0,1730,9610,1.0,0,0,3,1380,350,1962,2003,Auburn,WA 98001,12.206072645530174,52,11
435000.0,2.0,1.0,1260,4080,1.5,0,0,5,1260,0,1926,0,Seattle,WA 98115,12.983101310070822,88,88
809950.0,4.0,2.0,2230,9900,1.5,0,0,5,2230,0,1959,0,Bellevue,WA 98005,13.604727796348284,55,55
1370000.0,2.0,2.25,2460,16940,1.5,0,4,4,1930,530,1936,0,Seattle,WA 98117,14.130321297804308,78,78
471000.0,3.0,2.5,2030,2805,2.0,0,0,3,1720,310,2001,0,Issaquah,WA 98027,13.062613372998555,13,13
253500.0,2.0,1.0,810,4800,1.0,0,0,3,810,0,1948,1994,Seattle,WA 98126,12.443119102013375,66,20
185000.0,3.0,1.0,1840,8100,1.0,0,0,4,920,920,1953,1983,Burien,WA 98166,12.128111104060462,61,31
835000.0,2.0,2.0,2280,6815,1.0,0,0,3,2280,0,2002,0,Redmond,WA 98053,13.635187003832993,12,12
589500.0,4.0,2.5,2630,6326,2.0,0,0,3,2630,0,2008,0,Snoqualmie,WA 98065,13.287029998959563,6,6
360000.0,3.0,1.75,1020,7020,1.5,0,0,4,1020,0,1953,1983,Shoreline,WA 98155,12.793859310432293,61,31
595000.0,4.0,2.5,1990,2175,2.0,0,0,3,1680,310,2005,0,Seattle,WA 98107,13.296316684527767,9,9
300000.0,4.0,2.5,2680,15508,2.0,0,0,3,2680,0,1999,0,Federal Way,WA 98023,12.611537753638338,15,15
660000.0,3.0,1.75,1980,3300,1.5,0,0,4,1140,840,1926,1993,Seattle,WA 98115,13.399995114002609,88,21
570000.0,3.0,2.5,2400,6975,2.0,0,0,3,2400,0,1993,0,Newcastle,WA 98056,13.253391639810733,21,21
285000.0,2.0,1.0,780,5000,1.0,0,0,4,780,0,1943,0,Seattle,WA 98146,12.560244459250788,71,71
435000.0,3.0,2.0,980,5000,1.0,0,0,3,980,0,1940,1996,Seattle,WA 98144,12.983101310070822,74,18
450000.0,3.0,2.5,1480,1961,2.0,0,0,3,1480,0,2005,0,Issaquah,WA 98029,13.017002861746503,9,9
510000.0,4.0,1.5,1320,14250,1.0,0,0,4,1320,0,1954,1979,Kirkland,WA 98033,13.142166004700508,60,35
1280000.0,4.0,3.5,3010,3600,2.0,0,0,3,2370,640,1999,0,Seattle,WA 98112,14.0623706358958,15,15
539000.0,3.0,2.0,2260,9568,1.0,0,0,3,1780,480,1985,0,Sammamish,WA 98074,13.197470849891134,29,29
407193.0,4.0,2.0,1880,14653,2.0,0,0,3,1880,0,1978,0,Carnation,WA 98014,12.917042553500947,36,36
320000.0,3.0,1.75,1370,9900,1.0,0,0,4,1370,0,1983,0,Milton,WA 98354,12.676076274775909,31,31
739000.0,4.0,3.0,2720,3800,2.0,0,0,5,1800,920,1919,1934,Seattle,WA 98115,13.513053199930338,95,80
452000.0,2.0,1.75,1740,5400,1.0,0,0,4,990,750,1946,1989,Seattle,WA 98115,13.021437458814368,68,25
600000.0,4.0,2.5,2560,5593,2.0,0,0,3,2560,0,2001,0,Redmond,WA 98053,13.304684934198283,13,13
279000.0,5.0,2.5,2690,5557,2.0,0,0,3,2690,0,2012,1912,Seattle,WA 98178,12.538967060803502,2,102
895000.0,4.0,3.0,3240,5562,2.0,0,0,3,3240,0,2013,1923,Sammamish,WA 98075,13.704578997256993,1,91
585000.0,4.0,2.5,2430,4747,2.0,0,0,3,2430,0,2008,0,Issaquah,WA 98027,13.279367126213993,6,6
405000.0,2.0,2.0,1405,1073,2.0,0,0,3,1140,265,2007,0,Seattle,WA 98122,12.911642346088676,7,7
837219.0,5.0,2.75,3030,7679,2.0,0,0,3,3030,0,2014,0,Sammamish,WA 98075,13.637840963993069,0,0
969990.0,4.0,2.5,4150,8436,2.0,0,0,3,4150,0,2014,0,Sammamish,WA 98075,13.785041041148075,0,0
490000.0,3.0,3.0,1730,2940,3.0,0,0,3,1730,0,1985,0,Seattle,WA 98117,13.102160670086809,29,29
462000.0,4.0,2.5,3070,6432,2.0,0,0,3,3070,0,2006,0,Renton,WA 98055,13.043320170063875,8,8
540000.0,4.0,2.5,1780,4169,2.0,0,0,3,1780,0,1994,0,Issaquah,WA 98029,13.199324418540456,20,20
260000.0,4.0,2.5,1811,4381,2.0,0,0,3,1811,0,2007,0,Renton,WA 98055,12.468436909997665,7,7
567500.0,3.0,2.5,2300,7398,2.0,0,0,3,2300,0,2001,0,Snoqualmie,WA 98065,13.248996028337695,13,13
445000.0,2.0,1.0,1440,3225,1.0,0,0,3,960,480,1915,0,Seattle,WA 98103,13.005829561148378,99,99
684680.0,4.0,2.25,2370,9360,2.0,0,0,4,2370,0,1979,0,Redmond,WA 98052,13.4367068548096,35,35
455000.0,3.0,1.0,1300,3550,1.5,0,0,3,1300,0,1927,2011,Seattle,WA 98105,13.028052697933088,87,3
540000.0,5.0,3.0,2870,4369,2.0,0,0,3,2090,780,2007,0,Bothell,WA 98011,13.199324418540456,7,7
530000.0,3.0,2.75,3400,7200,2.0,0,2,3,2470,930,2009,0,Renton,WA 98056,13.180632285528304,5,5
410000.0,3.0,1.0,1410,5060,1.0,0,0,4,910,500,1956,0,Seattle,WA 98133,12.92391243868049,58,58
450000.0,3.0,1.75,1640,13500,1.0,0,0,3,1110,530,1940,1996,Seattle,WA 98125,13.017002861746503,74,18
609900.0,4.0,2.5,3190,7399,2.0,0,0,3,3190,0,2006,0,Maple Valley,WA 98038,13.321050288284548,8,8
648000.0,4.0,2.5,2380,13435,2.0,0,0,3,2380,0,1992,0,Issaquah,WA 98075,13.381645975334411,22,22
550000.0,3.0,2.5,2260,4165,2.0,0,0,3,2260,0,2005,0,Sammamish,WA 98075,13.217673557208654,9,9
347000.0,3.0,1.75,1240,8050,1.0,0,0,4,1240,0,1978,2000,Sammamish,WA 98074,12.757080058928997,36,14
288350.0,3.0,1.5,1860,7963,1.0,0,0,3,1200,660,1963,2008,Tukwila,WA 98188,12.571930299043558,51,6
1150000.0,3.0,2.5,2850,10474,1.0,0,0,4,1730,1120,1954,1979,Bellevue,WA 98004,13.955272500339433,60,35
250250.0,3.0,2.25,2210,8000,2.0,0,0,4,2210,0,1969,0,Federal Way,WA 98023,12.430215697177466,45,45
341000.0,4.0,1.75,1920,7665,1.0,0,0,4,1500,420,1975,0,Renton,WA 98058,12.739637756265655,39,39
700000.0,4.0,3.0,3150,7778,2.0,0,0,3,3150,0,2000,0,Sammamish,WA 98075,13.458835614025542,14,14
390000.0,4.0,1.75,2700,7875,1.5,0,0,4,2700,0,1968,0,Renton,WA 98058,12.873902018105829,46,46
539950.0,3.0,2.25,2190,7149,1.0,0,1,4,1240,950,1963,0,Renton,WA 98056,13.199231821660906,51,51
552000.0,2.0,2.5,1380,951,3.0,0,0,3,1380,0,2006,0,Seattle,WA 98103,13.221303325259232,8,8
250000.0,5.0,1.5,2520,5753,1.5,0,0,4,1510,1010,1928,0,Enumclaw,WA 98022,12.429216196844383,86,86
502000.0,3.0,1.75,1300,8800,1.0,0,0,4,1300,0,1963,0,Bellevue,WA 98008,13.126355398673866,51,51
480000.0,4.0,1.75,2220,6500,2.0,0,3,4,2220,0,1964,0,Burien,WA 98166,13.081541382884074,50,50
378500.0,2.0,1.0,730,7528,1.0,0,0,3,730,0,1946,0,Seattle,WA 98115,12.84397135185964,68,68
1350000.0,4.0,3.25,3300,15907,2.0,0,0,5,3300,0,1985,0,Mercer Island,WA 98040,14.115615150414612,29,29
307550.0,4.0,2.5,1980,5909,2.0,0,0,3,1980,0,2003,0,Kent,WA 98031,12.636392954636515,11,11
304700.0,2.0,1.0,740,5995,1.0,0,0,4,740,0,1949,1985,Seattle,WA 98133,12.6270829649738,65,29
568000.0,3.0,1.75,2050,3520,1.0,0,0,4,1070,980,1977,0,Seattle,WA 98136,13.249876697703288,37,37
385000.0,3.0,1.75,1230,7500,1.0,0,0,3,1230,0,1987,2000,Kirkland,WA 98034,12.86099861326992,27,14
345000.0,3.0,2.5,1210,1420,3.0,0,0,3,1210,0,2008,0,Seattle,WA 98103,12.751299696013497,6,6
435000.0,3.0,2.25,1890,7200,1.0,0,0,4,1230,660,1973,0,Seattle,WA 98125,12.983101310070822,41,41
579000.0,2.0,2.0,1870,6275,1.0,0,0,3,1870,0,2003,0,Redmond,WA 98053,13.269057756555132,11,11
236000.0,3.0,1.75,1330,6301,1.0,0,0,3,1330,0,1998,2006,Auburn,WA 98002,12.371587084007746,16,8
368000.0,3.0,1.75,1710,10800,1.0,0,0,4,1710,0,1958,1972,Kenmore,WA 98028,12.815838217151068,56,42
255000.0,2.0,1.0,1200,9000,1.0,0,2,5,1200,0,1917,0,Des Moines,WA 98198,12.449018824140563,97,97
400000.0,2.0,1.0,1140,5100,1.0,0,0,3,1140,0,1942,1999,Seattle,WA 98136,12.89921982609012,72,15
440000.0,3.0,1.75,2240,8153,1.0,0,0,3,1120,1120,1948,1994,Seattle,WA 98125,12.994530005894443,66,20
417000.0,2.0,1.0,920,6600,1.0,0,0,3,920,0,1919,2003,Seattle,WA 98118,12.94084150078094,95,11
435000.0,2.0,1.0,800,5000,1.0,0,0,3,800,0,1906,2014,Seattle,WA 98107,12.983101310070822,108,0
475000.0,4.0,2.75,1980,11443,1.0,0,0,5,1980,0,1952,1998,Lake Forest Park,WA 98155,13.071070083016778,62,16
563500.0,4.0,2.5,2800,12831,2.0,0,0,3,2800,0,2001,0,Duvall,WA 98019,13.241922612461968,13,13
471000.0,4.0,2.5,2330,9928,2.0,0,0,3,2330,0,1998,2006,North Bend,WA 98045,13.062613372998555,16,8
500000.0,4.0,1.75,2240,9886,1.5,0,0,4,2240,0,1965,0,Bellevue,WA 98008,13.122363377404328,49,49
640000.0,3.0,2.5,2140,8925,2.0,0,0,3,2140,0,1991,0,Sammamish,WA 98074,13.369223455335854,23,23
442500.0,4.0,2.5,2170,14024,2.0,0,0,3,2170,0,1992,0,Duvall,WA 98019,13.00019574343012,22,22
213400.0,3.0,1.5,1150,8686,1.0,0,0,4,1150,0,1963,0,Renton,WA 98055,12.27092361784979,51,51
831000.0,4.0,2.5,2030,3905,1.5,0,0,4,1630,400,1926,1993,Seattle,WA 98103,13.630385073837585,88,21
325000.0,3.0,2.0,1350,11805,1.0,0,0,3,1350,0,1986,0,Duvall,WA 98019,12.691580461311874,28,28
425000.0,2.0,1.0,910,4635,1.0,0,0,4,910,0,1905,0,Seattle,WA 98107,12.959844447906553,109,109
550000.0,4.0,2.5,2700,5100,1.0,0,0,4,1440,1260,1968,0,Seattle,WA 98136,13.217673557208654,46,46
599950.0,4.0,3.5,3730,15029,2.0,0,2,3,2440,1290,1991,0,Kent,WA 98042,13.304601597392535,23,23
1225000.0,4.0,2.5,2740,16007,2.0,0,0,3,2740,0,1984,0,Medina,WA 98039,14.018451401960965,30,30
750000.0,4.0,3.25,2050,5000,2.0,0,0,4,1370,680,1987,0,Seattle,WA 98112,13.527828485512494,27,27
290000.0,4.0,3.0,2390,4500,2.0,0,0,3,2390,0,1974,0,Renton,WA 98057,12.577636201962656,40,40
270000.0,4.0,2.75,1990,7252,1.0,0,0,3,1270,720,1999,0,Auburn,WA 98002,12.506177237980511,15,15
234999.0,3.0,1.0,1330,8912,1.0,0,0,3,1330,0,1948,1994,SeaTac,WA 98188,12.367336537798094,66,20
367300.0,4.0,2.75,2190,14937,2.0,0,0,3,2190,0,1993,0,Auburn,WA 98001,12.813934231807758,21,21
550000.0,3.0,1.75,1380,3402,1.5,0,0,3,1380,0,1900,2000,Seattle,WA 98122,13.217673557208654,114,14
352750.0,2.0,1.75,1060,1241,2.0,0,0,3,960,100,2008,0,Seattle,WA 98144,12.77351486971506,6,6
403950.0,2.0,1.0,710,1136,2.0,0,0,4,710,0,1943,0,Seattle,WA 98102,12.909046386907855,71,71
980000.0,4.0,2.5,2730,4800,1.5,0,0,5,2230,500,1909,1988,Seattle,WA 98119,13.795307850646754,105,26
554000.0,3.0,1.75,1760,10780,1.0,0,0,3,1760,0,1977,2004,Bellevue,WA 98005,13.224919965729422,37,10
546000.0,3.0,2.5,1530,3464,2.0,0,0,3,1530,0,1998,2006,Bellevue,WA 98007,13.210374254727043,16,8
428000.0,3.0,2.0,1310,2550,1.0,0,0,3,780,530,1986,0,Seattle,WA 98103,12.966878474563934,28,28
364900.0,3.0,3.0,2500,8304,2.0,0,0,3,2500,0,1997,0,Kent,WA 98031,12.807378622424539,17,17
559000.0,3.0,1.5,2070,5386,1.0,0,0,4,1140,930,1948,0,Seattle,WA 98117,13.233904752137237,66,66
213000.0,4.0,1.75,1980,9000,1.0,0,0,2,1480,500,1978,0,Federal Way,WA 98023,12.269047444691562,36,36
620000.0,3.0,2.5,2590,7237,2.0,0,0,3,2590,0,2004,2003,Seattle,WA 98125,13.337474757021274,10,11
240000.0,4.0,1.0,1910,16320,1.5,0,0,3,1910,0,1934,1978,Seattle,WA 98106,12.388394202324129,80,36
852500.0,3.0,2.5,2630,10100,1.0,0,0,4,1580,1050,1967,0,Bellevue,WA 98006,13.655928488139809,47,47
410000.0,3.0,2.5,1960,4400,2.0,0,0,3,1960,0,2006,0,Snoqualmie,WA 98065,12.92391243868049,8,8
625000.0,3.0,1.75,2210,16200,1.0,0,0,3,1390,820,1958,2004,Bellevue,WA 98005,13.345506928718539,56,10
235000.0,3.0,1.0,1590,13000,1.5,0,0,3,1590,0,1944,0,Burien,WA 98166,12.367340793126296,70,70
489000.0,3.0,3.5,1500,1249,2.0,0,0,3,1240,260,2004,2003,Seattle,WA 98107,13.10011776845701,10,11
536000.0,3.0,2.5,1900,6224,2.0,0,0,3,1900,0,2005,0,Sammamish,WA 98075,13.19188944005294,9,9
400000.0,4.0,3.5,2370,3692,2.5,0,0,3,2370,0,2013,1923,Renton,WA 98056,12.89921982609012,1,91
398000.0,3.0,2.5,1720,1715,2.0,0,0,3,1240,480,2004,2003,Seattle,WA 98136,12.894207284266574,10,11
379000.0,4.0,1.5,2020,7560,1.0,0,0,4,2020,0,1960,2001,Renton,WA 98059,12.845291484064564,54,13
345000.0,2.0,1.5,1340,1210,2.0,0,0,3,1120,220,2008,0,Seattle,WA 98144,12.751299696013497,6,6
365000.0,3.0,2.5,1800,2700,2.0,0,0,3,1800,0,2011,0,Seattle,WA 98126,12.80765263256463,3,3
315000.0,3.0,2.5,1480,1590,2.0,0,0,3,1150,330,2010,0,Seattle,WA 98106,12.66032791780777,4,4
571000.0,4.0,2.0,2750,7807,1.5,0,0,5,2250,500,1916,0,Seattle,WA 98125,13.255144488638146,98,98
695000.0,3.0,2.75,2540,4694,2.0,0,0,3,2540,0,2005,0,Sammamish,WA 98074,13.45166712454693,9,9
315000.0,4.0,2.5,1930,9643,2.0,0,0,4,1930,0,1992,0,Kent,WA 98031,12.66032791780777,22,22
1230000.0,4.0,2.5,3040,7000,2.0,0,0,3,3040,0,2001,0,Mercer Island,WA 98040,14.0225247273486,13,13
420000.0,2.0,1.0,860,3880,1.0,0,0,4,860,0,1916,0,Seattle,WA 98117,12.948009990259552,98,98
310000.0,3.0,1.75,1420,7650,1.0,0,0,4,1100,320,1984,0,Renton,WA 98056,12.644327576461329,30,30
700000.0,3.0,2.0,2080,3880,1.0,0,0,5,1160,920,1954,0,Seattle,WA 98117,13.458835614025542,60,60
269000.0,3.0,2.5,1560,4200,2.0,0,0,3,1560,0,2003,0,Maple Valley,WA 98038,12.502466658583977,11,11
369990.0,4.0,2.5,1960,7133,2.0,0,0,3,1960,0,2002,0,Renton,WA 98056,12.821231257228144,12,12
800000.0,3.0,2.25,1620,4500,2.0,0,0,4,1620,0,1926,1993,Seattle,WA 98119,13.592367006650065,88,21
569000.0,5.0,3.0,3670,10583,1.0,0,0,5,2060,1610,1952,1998,Lake Forest Park,WA 98155,13.251635713108469,62,16
175000.0,6.0,1.5,1930,8400,1.0,0,0,3,1030,900,1971,0,Burien,WA 98146,12.072541252905651,43,43
440000.0,3.0,1.5,1290,1286,3.0,0,0,3,1290,0,2000,0,Seattle,WA 98103,12.994530005894443,14,14
435000.0,5.0,2.25,1970,15247,1.0,0,0,3,1450,520,1986,0,Fall City,WA 98024,12.983101310070822,28,28
345000.0,3.0,1.75,1540,6909,1.0,0,0,4,920,620,1955,2009,Shoreline,WA 98155,12.751299696013497,59,5
558000.0,4.0,2.0,2180,3870,1.0,0,0,3,1020,1160,1900,2005,Seattle,WA 98122,13.232114241363448,114,9
490000.0,3.0,2.0,2220,10275,2.0,0,0,3,1640,580,1980,0,Issaquah,WA 98027,13.102160670086809,34,34
335000.0,3.0,1.75,2430,9133,1.0,0,0,4,1410,1020,1978,2000,Renton,WA 98059,12.721885810807203,36,14
417500.0,4.0,1.0,1390,10800,1.5,0,0,4,1390,0,1941,1998,Seattle,WA 98177,12.942039823273047,73,16
253000.0,3.0,1.75,2040,7281,1.0,0,0,3,1020,1020,1962,2003,Tukwila,WA 98188,12.441144767709657,52,11
1240000.0,5.0,3.0,2830,7500,2.0,0,0,3,2460,370,1923,1998,Seattle,WA 98105,14.03062193758122,91,16
490000.0,4.0,2.5,3020,8302,2.0,0,0,4,3020,0,1994,0,Covington,WA 98042,13.102160670086809,20,20
470000.0,3.0,1.75,2290,14800,1.0,0,0,3,1620,670,1965,1993,Lake Forest Park,WA 98155,13.060487973686241,49,21
483300.0,4.0,2.0,1210,11100,1.0,0,0,4,1210,0,1955,2009,Bellevue,WA 98006,13.088392857833176,59,5
659000.0,3.0,2.5,2510,6320,2.0,0,0,3,2510,0,1996,0,Sammamish,WA 98075,13.398478813484644,18,18
480000.0,4.0,1.75,2320,4322,1.0,0,0,3,1140,1180,1910,2006,Seattle,WA 98144,13.081541382884074,104,8
165000.0,3.0,1.0,970,6600,1.0,0,0,3,970,0,1965,1993,Burien,WA 98168,12.013700752882718,49,21
659500.0,3.0,1.75,1820,5500,1.0,0,0,4,1620,200,1957,2001,Seattle,WA 98115,13.399237251139507,57,13
219900.0,3.0,1.0,970,7742,1.0,0,0,4,970,0,1967,0,Federal Way,WA 98003,12.300928176542852,47,47
315000.0,2.0,1.0,1740,3622,1.0,0,0,4,950,790,1924,0,Seattle,WA 98118,12.66032791780777,90,90
250000.0,3.0,1.75,1590,7560,1.0,0,0,3,1130,460,1984,0,Kent,WA 98031,12.429216196844383,30,30
268000.0,2.0,1.0,1380,5000,1.0,0,0,3,870,510,1943,2002,Seattle,WA 98108,12.498742259492994,71,12
380000.0,4.0,1.5,1680,11123,1.0,0,0,3,1130,550,1959,1989,Shoreline,WA 98177,12.84792653170257,55,25
499000.0,2.0,1.0,1220,3000,1.0,0,0,3,920,300,1926,2003,Seattle,WA 98117,13.120361374733656,88,11
285000.0,2.0,2.0,1651,18200,1.0,0,0,3,1651,0,1946,0,Vashon,WA 98070,12.560244459250788,68,68
183000.0,3.0,1.75,1330,9200,1.0,0,0,4,1330,0,1973,0,Auburn,WA 98092,12.117241431823558,41,41
1070000.0,3.0,3.0,2940,4622,2.0,0,0,4,2230,710,1988,0,Seattle,WA 98105,13.883169206438088,26,26
429000.0,3.0,3.25,1410,1246,3.0,0,0,3,1410,0,2005,0,Seattle,WA 98103,12.969212197910155,9,9
403000.0,2.0,1.0,1100,3598,1.0,0,0,4,1100,0,1926,1993,Seattle,WA 98144,12.90669184092882,88,21
375500.0,3.0,1.5,1530,7200,1.0,0,0,3,1530,0,1975,0,Lake Forest Park,WA 98155,12.836013750186327,39,39
516200.0,3.0,2.0,2110,5150,1.0,0,0,5,1080,1030,1919,1934,Seattle,WA 98118,13.154249566266651,95,80
385000.0,4.0,1.75,1720,8750,1.0,0,0,3,860,860,1971,0,Kirkland,WA 98034,12.86099861326992,43,43
515000.0,3.0,2.5,1800,5001,2.0,0,0,3,1800,0,1996,0,Kirkland,WA 98034,13.151922179645874,18,18
375000.0,4.0,2.5,2210,9427,2.0,0,0,3,2210,0,1999,0,Burien,WA 98148,12.834681304952548,15,15
650000.0,4.0,2.25,2560,9731,2.0,0,0,4,2560,0,1973,0,Kirkland,WA 98034,13.38472764187182,41,41
306888.0,2.0,1.5,1010,7719,2.0,0,0,3,1010,0,1981,2013,Renton,WA 98056,12.634238139159114,33,1
870000.0,4.0,2.5,3340,12248,2.0,0,1,3,2470,870,1998,2006,Seattle,WA 98126,13.676248490630767,16,8
310000.0,4.0,1.0,1740,11075,1.5,0,0,3,1740,0,1965,1993,Shoreline,WA 98133,12.644327576461329,49,21
251750.0,3.0,2.0,1320,7200,1.0,0,0,5,1320,0,1975,0,Kent,WA 98031,12.436191810580809,39,39
366000.0,3.0,1.75,1520,8625,1.0,0,0,3,1520,0,1976,0,Bothell,WA 98011,12.810388612383504,38,38
429950.0,3.0,1.5,2010,9480,1.0,0,0,3,1570,440,1951,1994,Seattle,WA 98125,12.971424201839042,63,20
710000.0,3.0,3.5,2440,3427,2.0,0,0,3,1990,450,2000,0,Bellevue,WA 98005,13.473020249017498,14,14
149500.0,3.0,1.0,1010,9450,1.0,0,0,4,1010,0,1959,0,Des Moines,WA 98198,11.915051671812877,55,55
310000.0,3.0,2.5,1780,6771,1.0,0,0,3,1230,550,1990,2009,Seattle,WA 98106,12.644327576461329,24,5
555000.0,3.0,2.0,2180,4976,1.5,0,2,4,1680,500,1930,0,Seattle,WA 98126,13.226723392728571,84,84
750000.0,5.0,3.25,2750,7500,2.0,0,1,3,2150,600,1937,1997,Kirkland,WA 98033,13.527828485512494,77,17
745000.0,4.0,3.25,3490,7024,2.0,0,0,3,3490,0,2006,0,Sammamish,WA 98075,13.521139497361697,8,8
433000.0,3.0,1.75,1870,7189,1.0,0,0,3,1270,600,1959,1989,Seattle,WA 98118,12.978493006984626,55,25
307000.0,4.0,1.0,1150,8184,1.5,0,0,3,1150,0,1947,2012,Shoreline,WA 98155,12.634603026569334,67,2
655275.0,3.0,1.75,2050,11856,1.0,0,0,3,1460,590,1962,2003,Bellevue,WA 98006,13.392810273834405,52,11
392000.0,4.0,2.75,1940,6555,2.0,0,0,3,1940,0,1990,2009,Maple Valley,WA 98038,12.8790171187726,24,5
1180000.0,5.0,3.75,3630,6000,1.5,0,0,3,2470,1160,2004,2003,Kirkland,WA 98033,13.981024996441848,10,11
359950.0,3.0,1.75,1890,9100,2.0,0,0,4,1890,0,1952,0,Shoreline,WA 98133,12.793720411897448,62,62
360000.0,4.0,2.0,1630,10375,1.0,0,0,5,1630,0,1968,0,Woodinville,WA 98077,12.793859310432293,46,46
566000.0,4.0,1.75,2440,5000,1.0,0,0,3,1340,1100,1954,2005,Seattle,WA 98117,13.24634935718532,60,9
700000.0,5.0,2.75,3100,9825,2.0,0,2,4,3100,0,1950,1982,Seattle,WA 98125,13.458835614025542,64,32
415000.0,3.0,2.5,2090,6045,2.0,0,0,3,2090,0,2000,0,Renton,WA 98056,12.936033799212835,14,14
199500.0,3.0,1.0,920,9812,1.0,0,0,4,920,0,1962,0,Auburn,WA 98001,12.203569515312056,52,52
749000.0,3.0,1.0,1580,5000,1.5,0,0,3,1580,0,1926,2003,Seattle,WA 98117,13.526494262499357,88,11
680000.0,3.0,1.75,1760,8400,1.0,0,0,4,1460,300,1960,2001,Seattle,WA 98136,13.42984807715229,54,13
400000.0,4.0,2.5,2530,7563,1.0,0,0,3,1440,1090,1978,0,Bothell,WA 98011,12.89921982609012,36,36
608000.0,4.0,2.75,2490,9714,1.0,0,0,4,1400,1090,1983,0,Bothell,WA 98011,13.317930160948304,31,31
480000.0,5.0,2.5,2732,9500,1.0,0,2,4,1870,862,1975,0,Federal Way,WA 98003,13.081541382884074,39,39
1059500.0,5.0,3.25,3230,3825,2.0,0,0,3,2480,750,2014,0,Seattle,WA 98117,13.873307656690491,0,0
915000.0,6.0,3.75,2930,14980,2.0,0,3,3,2930,0,2013,1923,Bellevue,WA 98006,13.726679344257658,1,91
695000.0,4.0,3.5,3510,9364,2.0,0,0,3,3510,0,2001,0,Snoqualmie,WA 98065,13.45166712454693,13,13
899900.0,4.0,2.5,2580,3909,2.0,0,0,3,2580,0,2013,1923,Kirkland,WA 98033,13.71003892502204,1,91
499950.0,2.0,2.25,1060,1208,2.0,0,0,3,940,120,2005,0,Seattle,WA 98102,13.122263372403996,9,9
533112.0,4.0,2.75,2790,8853,2.0,0,0,3,2790,0,2013,1923,North Bend,WA 98045,13.186486812405569,1,91
303210.0,4.0,2.5,2009,5000,2.0,0,0,3,2009,0,2014,0,Auburn,WA 98092,12.622180913736818,0,0
